username,timestamp,likes,comment_text,cleaned_tokens,tok_len,char_len,word_len
basmong,2023-09-25T07:35:24Z,0,This guy has the maximum value of charisma 😄,"['guy', 'maximum', 'value', 'charisma']",4,44,9
Mylo_madness03,2023-09-21T23:28:26Z,1,THIS GUY IS AMAZING<br><br>He’s hit all the right spots of a good course!! 😊,"['guy', 'amazing', 'hit', 'right', 'spot', 'good', 'course']",7,76,14
BigIyke-p9e,2023-09-21T11:55:41Z,0,Consult and implement your API integration.,"['consult', 'implement', 'api', 'integration']",4,43,6
priyansudash,2023-09-21T06:15:59Z,0,😘,[],0,1,1
jackos921,2023-09-18T07:02:29Z,0,pretty good job thanks!,"['pretty', 'good', 'job', 'thanks']",4,23,4
chanathipmorths7323,2023-09-16T13:51:34Z,0,Huge thanks to Craig Dennis and FreeCodeCamp! This is truely an amazing and helpful video!,"['huge', 'thanks', 'craig', 'dennis', 'freecodecamp', 'truely', 'amazing', 'helpful', 'video']",9,90,15
jackos921,2023-09-15T22:25:43Z,0,"I just cant find the way to generate the TOKEN, it seems the interface changed and well I am stuck there.","['cant', 'find', 'way', 'generate', 'token', 'seems', 'interface', 'changed', 'well', 'stuck']",10,105,21
joshkilmer2836,2023-09-13T01:46:34Z,2,Great course. Thanks so much for referring to your first example programmer as “she”. ❤,"['great', 'course', 'thanks', 'much', 'referring', 'first', 'example', 'programmer']",8,87,15
show-fz4rc,2023-09-08T18:12:42Z,0,My kind of teacher,"['kind', 'teacher']",2,18,4
memer7722,2023-09-06T12:05:45Z,1,If api is not invented  what would happened,"['api', 'invented', 'would', 'happened']",4,43,8
georgedeogratius7468,2023-09-05T08:19:17Z,0,Best teacher I ever met,"['best', 'teacher', 'ever', 'met']",4,23,5
priyanshuraturi5186,2023-09-04T00:14:24Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=3070"">51:10</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,74,2
greggreg9604,2023-09-02T23:10:49Z,0,Boo on the inclusivity add just teach us about API&#39;s,"['boo', 'inclusivity', 'add', 'teach', 'api']",5,56,10
silverqueentarot,2023-09-01T17:36:52Z,0,"I love your teaching style!  Makes it less daunting to learn --- I did get stuck on the Twilio example, when I ran the curl code in <a href=""http://colab.google/"">colab.google</a>, it returned a SyntaxError: invalid decimal literal - I tried to figure it out but it was over head.  I tried to find that darn decimal and could not.  Any direction would help, please. Otherwise, thank you for taking the time to make this for us who need it!","['love', 'teaching', 'style', 'make', 'less', 'daunting', 'learn', 'get', 'stuck', 'twilio', 'example', 'ran', 'curl', 'code', 'href', 'http', 'colab', 'google', 'colab', 'google', 'returned', 'syntaxerror', 'invalid', 'decimal', 'literal', 'tried', 'figure', 'head', 'tried', 'find', 'darn', 'decimal', 'could', 'direction', 'would', 'help', 'please', 'otherwise', 'thank', 'taking', 'time', 'make', 'need']",43,439,78
mhmd5ld81,2023-08-30T22:11:04Z,0,that video is very informative helped me a lot to understand Api&#39;s,"['video', 'informative', 'helped', 'lot', 'understand', 'api']",6,70,12
Kazner0h,2023-08-29T19:37:21Z,0,"Ok, at this point I need to donate or something, because this is such high quality educational content.","['point', 'need', 'donate', 'something', 'high', 'quality', 'educational', 'content']",8,103,18
chhavimanichoubey9437,2023-08-29T03:46:04Z,0,This is one of the most playful and fun tutorial freeCodeCamp has ever added.,"['one', 'playful', 'fun', 'tutorial', 'freecodecamp', 'ever', 'added']",7,77,14
himanthreddy5930,2023-08-26T05:48:50Z,1,The spotify developer CONSOLE isn&#39;t currently available from Jan 2023...<br>Please update the course :),"['spotify', 'developer', 'console', 'currently', 'available', 'jan', 'please', 'update', 'course']",9,107,14
togigure624,2023-08-26T04:59:57Z,0,Very good content by the way!! I found it hard to learn elsewhere the new tech since last 13 years. Recently I got my visa approved for Canada and I m looking to move there. I heard they have more requirement for this skillset in combination with mainframe. Could you please elaborate how mainframe use restapi as a front end. I think I heard you saying api is always backend so what is my company implying by using backend data with involvement of z/os connect and postman. We use 3270 mainframe systems and 3270 online (front end system). I heard they implemented  a system fix by using Cics cobol program by sending some data to Cics and that data I guess was pulled by z/os somehow and it was getting rendered on a website in form of something. Looked like someone created a restapi services using postman and this new api was accessing data from what was printed on a Cics job running in queue online during the day when the developer test his changes which is sort of making sense now.can you help me understand if I m understanding it right ?,"['good', 'content', 'way', 'found', 'hard', 'learn', 'elsewhere', 'new', 'tech', 'since', 'last', 'year', 'recently', 'got', 'visa', 'approved', 'canada', 'looking', 'move', 'heard', 'requirement', 'skillset', 'combination', 'mainframe', 'could', 'please', 'elaborate', 'mainframe', 'use', 'restapi', 'front', 'end', 'think', 'heard', 'saying', 'api', 'always', 'backend', 'company', 'implying', 'using', 'backend', 'data', 'involvement', 'connect', 'postman', 'use', 'mainframe', 'system', 'online', 'front', 'end', 'system', 'heard', 'implemented', 'system', 'fix', 'using', 'cics', 'cobol', 'program', 'sending', 'data', 'cics', 'data', 'guess', 'pulled', 'somehow', 'getting', 'rendered', 'website', 'form', 'something', 'looked', 'like', 'someone', 'created', 'restapi', 'service', 'using', 'postman', 'new', 'api', 'accessing', 'data', 'printed', 'cics', 'job', 'running', 'queue', 'online', 'day', 'developer', 'test', 'change', 'sort', 'making', 'sense', 'help', 'understand', 'understanding', 'right']",102,1049,193
KaidoK-B04,2023-08-24T12:27:01Z,0,"Dude, you saying too many pointless words in between, that i just cant follow the course!","['dude', 'saying', 'many', 'pointless', 'word', 'cant', 'follow', 'course']",8,89,16
lizmpro,2023-08-23T03:02:26Z,0,"if anyone is losing their mind because the jq wasn&#39;t working, be sure you have it installed first!  🤦‍♀","['anyone', 'losing', 'mind', 'working', 'sure', 'installed', 'first']",7,107,19
terripinan1876,2023-08-22T14:53:29Z,1,"Just, only watched this, will go back and do all the bits n bobs.  Great course, explained stuff to me in the words that I needed.  Thank you!","['watched', 'back', 'bit', 'bob', 'great', 'course', 'explained', 'stuff', 'word', 'needed', 'thank']",11,142,28
mahditmane5009,2023-08-22T13:29:41Z,0,kay9am3ouk satat,"['kay', 'ouk', 'satat']",3,16,2
je3043,2023-08-21T23:18:41Z,1,"I keep getting an empty pics array at Unit 3 - Video 3. @<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=10473"">2:54:33</a><br>I consoled log the following:<br>const pics = await message.media().list()<br>It results in an empty list and after hours searching for the problem i cant figure out why. Somebody help please :(","['keep', 'getting', 'empty', 'pic', 'array', 'unit', 'video', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'consoled', 'log', 'following', 'const', 'pic', 'await', 'message', 'medium', 'list', 'result', 'empty', 'list', 'hour', 'searching', 'problem', 'cant', 'figure', 'somebody', 'help', 'please']",36,332,44
samuelgulliver886,2023-11-16T02:14:43Z,0,Did you solve this? I have the same,['solve'],1,35,8
filmxin,2023-08-20T16:30:18Z,0,do you guys have a discord community where you can interact with  other programmers on your project?,"['guy', 'discord', 'community', 'interact', 'programmer', 'project']",6,100,17
AugestDas-in4vi,2023-08-19T08:07:33Z,0,Sir can I become your student,"['sir', 'become', 'student']",3,29,6
hirookenji,2023-08-18T17:37:44Z,1,"Man, the asynchronous js I learned a month ago finally synced in when I watched the video 6. THAT&#39;S HOW IT WORKS!!!!! Awesome tutorial.","['man', 'asynchronous', 'learned', 'month', 'ago', 'finally', 'synced', 'watched', 'video', 'work', 'awesome', 'tutorial']",12,139,24
jkscout,2023-08-16T21:47:41Z,6,"30 minutes in, and I&#39;m still not sure what an API is.","['minute', 'still', 'sure', 'api']",4,57,12
会供価,2023-09-17T06:58:22Z,5,"So essentially it’s code that take input from the front end and it send the data in a specific format like json to the backend( the server). Then the server responds with with a http code and with the data that you requested I think in json. And the type of api most commonly use is RestApi and Graphql. Also api are used to provide the data of your application to other application. So if I want info from twitter like profile info, likes, posts etc then I need to get twitter api functions to request the data I want.last thing: why api are important? It allows apps to use data from another app and integrate it into their own apps! 😮","['essentially', 'code', 'take', 'input', 'front', 'end', 'send', 'data', 'specific', 'format', 'like', 'json', 'backend', 'server', 'server', 'responds', 'http', 'code', 'data', 'requested', 'think', 'json', 'type', 'api', 'commonly', 'use', 'restapi', 'graphql', 'also', 'api', 'used', 'provide', 'data', 'application', 'application', 'want', 'info', 'twitter', 'like', 'profile', 'info', 'like', 'post', 'etc', 'need', 'get', 'twitter', 'api', 'function', 'request', 'data', 'want', 'last', 'thing', 'api', 'important', 'allows', 'apps', 'use', 'data', 'another', 'app', 'integrate', 'apps']",64,637,122
GodX36999,2023-08-15T15:00:48Z,0,Thank god let you go to me 🙏🙏,"['thank', 'god', 'let']",3,29,8
JosephTheDreamteller,2023-08-15T10:20:55Z,1,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2250"">37:30</a> someone points a gun at poor guy&#39;s head","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'someone', 'point', 'gun', 'poor', 'guy', 'head']",15,118,10
ChrisPavey85,2023-08-14T12:43:46Z,1,"@<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2250"">37:30</a> 🙄","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,77,3
shrdn2960,2023-08-13T11:51:02Z,1,"Very good course if you can ignore the unreal amount of cringe that this guy is capable of. A pop culture reference or joke every 2 seconds, really a soyboy cringe fiesta.😢","['good', 'course', 'ignore', 'unreal', 'amount', 'cringe', 'guy', 'capable', 'pop', 'culture', 'reference', 'joke', 'every', 'second', 'really', 'soyboy', 'cringe', 'fiesta']",18,172,32
PunchUBackPunchUBack,2023-08-12T18:12:29Z,0,Thanks!,['thanks'],1,7,1
DataSpook,2023-08-11T18:54:04Z,0,Tried to sign up at twilio but couldnt authenticate and support didnt reply. Other wise good course.,"['tried', 'sign', 'twilio', 'couldnt', 'authenticate', 'support', 'didnt', 'reply', 'wise', 'good', 'course']",11,100,17
natiachejia1865,2023-08-10T18:02:56Z,0,Best videos,"['best', 'video']",2,11,2
DigitalWorldFinance,2023-08-09T13:06:11Z,0,nice video,"['nice', 'video']",2,10,2
TripleMasterA,2023-08-07T14:33:40Z,2,"Feedback: Please mention about windows not needing the backslashes in the terminal earlier. You mention it around <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=4050"">1:07:30</a> when it would have been better to mention it before actually copying and pasting cURL stuff into the terminal","['feedback', 'please', 'mention', 'window', 'needing', 'backslashes', 'terminal', 'earlier', 'mention', 'around', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'would', 'better', 'mention', 'actually', 'copying', 'pasting', 'curl', 'stuff', 'terminal']",28,300,38
iwillbeblunt4494,2023-08-07T05:06:29Z,0,"My bookmark <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=1437"">23:57</a>","['bookmark', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",10,86,4
TripleMasterA,2023-08-06T18:37:34Z,2,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2994"">49:54</a><br>I&#39;m stuck at this part as Spotify changed how to get access to authorization token. You have to run a curl command but when I copy and paste in into my terminal, changing the necessary parameters as needed (Client ID and Client Secret) it doesn&#39;t work (I&#39;m on Windows btw. I made sure that curl is installed. It is)<br>What am I doing wrong?<br><br>Edit: Nevermind I got it to work. Its a bit annoying that the text editor I&#39;m using (Notepad++) to post the copied code into first to be able to make changes to the parameters, doesn&#39;t allow me to copy and paste the code from the text editor to the terminal. I have to get rid of any newline characters. If anyone more experienced then me can give me some good text editors to work  in, please let me know :)","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'stuck', 'part', 'spotify', 'changed', 'get', 'access', 'authorization', 'token', 'run', 'curl', 'command', 'copy', 'paste', 'terminal', 'changing', 'necessary', 'parameter', 'needed', 'client', 'client', 'secret', 'work', 'window', 'btw', 'made', 'sure', 'curl', 'installed', 'wrong', 'edit', 'nevermind', 'got', 'work', 'bit', 'annoying', 'text', 'editor', 'using', 'notepad', 'post', 'copied', 'code', 'first', 'able', 'make', 'change', 'parameter', 'allow', 'copy', 'paste', 'code', 'text', 'editor', 'terminal', 'get', 'rid', 'newline', 'character', 'anyone', 'experienced', 'give', 'good', 'text', 'editor', 'work', 'please', 'let', 'know']",77,855,143
nailafatima11,2023-08-04T17:20:19Z,0,"Did anyone else have a problem getting the gif they sent at <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=6126"">1:42:06</a>? I keep getting this error: Error when sending request: ENOENT: no such file or directory, open &#39;/home/myName/.config/Code/User/globalStorage/rangav.vscode-thunder-client/files/file_Collier 3849f68b0197.gif&#39;. I am unable to access this path as the folder &#39;files&#39; under rangav.vscode-thunder-client is not present.","['anyone', 'else', 'problem', 'getting', 'gif', 'sent', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'keep', 'getting', 'error', 'error', 'sending', 'request', 'enoent', 'file', 'directory', 'open', 'home', 'myname', 'config', 'code', 'user', 'globalstorage', 'rangav', 'vscode', 'thunder', 'client', 'file', 'file', 'collier', 'gif', 'unable', 'access', 'path', 'folder', 'file', 'rangav', 'vscode', 'thunder', 'client', 'present']",49,466,48
EmanuelAvellónLópez,2023-08-03T15:13:58Z,0,"Great course, the teacher explain very good each content","['great', 'course', 'teacher', 'explain', 'good', 'content']",6,56,9
evvie01,2023-08-02T21:10:26Z,0,"Thank you I am trying to catch up on technology enough to understand what is being said. Everything is connected to, used by, or based on other things, codes, protocols... okay that list could go on. But the only thing I knew about API&#39;s was that my WordPress needed one and I have to update mine every once in a while. I knew it was a type of identifier but that was all. Then I started hearing more talk about API&#39;s in the talks on AI (Artificial Intelligence)","['thank', 'trying', 'catch', 'technology', 'enough', 'understand', 'said', 'everything', 'connected', 'used', 'based', 'thing', 'code', 'protocol', 'okay', 'list', 'could', 'thing', 'knew', 'api', 'wordpress', 'needed', 'one', 'update', 'mine', 'every', 'knew', 'type', 'identifier', 'started', 'hearing', 'talk', 'api', 'talk', 'artificial', 'intelligence']",36,470,88
danielwaduka5740,2023-08-01T00:40:45Z,0,Very well explained sir. I have loved the examples. Thanks so much!,"['well', 'explained', 'sir', 'loved', 'example', 'thanks', 'much']",7,67,12
data_velho_rishi,2023-07-31T05:00:21Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=734"">12:14</a> - Cha Cha Cha,  Käärijä? 😅","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'cha', 'cha', 'cha', 'rij']",13,100,8
sivajigadidala,2023-07-31T04:41:22Z,0,thanks for valuble inf sir.,"['thanks', 'valuble', 'inf', 'sir']",4,27,5
themakiraq,2023-07-31T03:53:14Z,40,I was assigned a task at my job to do some testing automation using APIs and this course was a huge help. Always try to find a real world problem or something to apply what you learn to for maximum advantage,"['assigned', 'task', 'job', 'testing', 'automation', 'using', 'apis', 'course', 'huge', 'help', 'always', 'try', 'find', 'real', 'world', 'problem', 'something', 'apply', 'learn', 'maximum', 'advantage']",21,207,41
functioncode-official,2024-12-04T18:14:13Z,0,A member?!😮,['member'],1,11,2
nstamate,2023-07-29T22:42:10Z,0,An excellent instructor explaining a not so easy topic,"['excellent', 'instructor', 'explaining', 'easy', 'topic']",5,54,9
trippopolis,2023-07-27T19:30:54Z,1,This is cringey. I&#39;ll find API tutorials elsewhere.,"['cringey', 'find', 'api', 'tutorial', 'elsewhere']",5,55,8
